index,year,month,day_of_week,unique_carrier,arr_delay,origin,dest,distance,depart_time,arrive_time,schedule_dep_time,schedule_arr_time,total_delay,delay_cause,delay_minute
7517,2007,6,6,UA,38.0,CMH,ORD,296,18:16,19:03,17:58,18:25,38.0,late_aircraft_delay,15.0
7518,2007,5,3,MQ,0.0,CMH,ORD,296,06:13,06:25,06:15,06:25,0.0,,
7519,2007,8,2,WN,-6.0,LAS,OKC,987,14:24,18:49,14:20,18:55,0.0,,
7520,2007,11,3,YV,-9.0,CHS,ORD,760,17:26,18:51,17:33,19:00,0.0,,
7521,2007,11,2,B6,-9.0,JFK,SJU,1597,10:36,15:10,10:30,15:19,0.0,,
7522,2007,12,5,UA,-7.0,SEA,DEN,1024,05:39,09:13,05:40,09:20,0.0,,
7523,2007,7,2,EV,-19.0,ATL,SAV,215,17:42,18:36,17:44,18:55,0.0,,
7524,2007,4,6,WN,24.0,MDW,FLL,1166,12:58,16:54,12:40,16:30,24.0,carrier_delay,1.0
7524,2007,4,6,WN,24.0,MDW,FLL,1166,12:58,16:54,12:40,16:30,24.0,nas_delay,6.0
7524,2007,4,6,WN,24.0,MDW,FLL,1166,12:58,16:54,12:40,16:30,24.0,late_aircraft_delay,17.0
7525,2007,6,2,MQ,-4.0,ORD,BNA,409,09:13,10:31,09:15,10:35,0.0,,
7526,2007,9,6,WN,-9.0,LAS,RNO,345,13:38,14:51,13:40,15:00,0.0,,
7527,2007,4,1,CO,11.0,IAH,PDX,1825,09:19,11:32,08:55,11:21,0.0,,
7528,2007,3,4,WN,13.0,BNA,TPA,612,10:39,13:18,10:25,13:05,0.0,,
7529,2007,1,5,XE,-18.0,MOB,IAH,427,11:44,13:11,11:54,13:29,0.0,,
7530,2007,9,4,EV,31.0,ATL,ABY,146,10:12,11:24,09:54,10:53,31.0,nas_delay,13.0
7530,2007,9,4,EV,31.0,ATL,ABY,146,10:12,11:24,09:54,10:53,31.0,late_aircraft_delay,18.0
7531,2007,6,3,YV,-11.0,LAX,LAS,236,15:20,16:25,15:30,16:36,0.0,,
7532,2007,11,1,MQ,130.0,OMA,ORD,416,11:44,13:10,09:30,11:00,130.0,nas_delay,95.0
7532,2007,11,1,MQ,130.0,OMA,ORD,416,11:44,13:10,09:30,11:00,130.0,late_aircraft_delay,35.0
7533,2007,7,6,CO,-13.0,ORD,EWR,719,06:54,09:55,07:00,10:08,0.0,,
7534,2007,9,3,YV,-6.0,CLT,JFK,541,13:25,15:12,13:25,15:18,0.0,,
7535,2007,1,7,DL,-20.0,ABQ,ATL,1269,11:08,15:53,11:14,16:13,0.0,,
7536,2007,8,1,AA,-14.0,LGA,DFW,1389,07:12,09:36,07:15,09:50,0.0,,
7537,2007,3,6,UA,51.0,PIT,ORD,412,17:21,18:31,16:54,17:40,51.0,nas_delay,39.0
7537,2007,3,6,UA,51.0,PIT,ORD,412,17:21,18:31,16:54,17:40,51.0,late_aircraft_delay,12.0
7538,2007,12,6,OO,11.0,OAK,LAX,337,13:18,14:42,13:14,14:31,0.0,,
7539,2007,8,1,WN,-2.0,STL,PHX,1262,06:56,08:08,06:55,08:10,0.0,,
7540,2007,7,3,CO,1.0,DEN,IAH,861,06:01,09:28,06:05,09:27,0.0,,
7541,2007,2,1,WN,-6.0,HOU,STL,687,07:06,08:49,07:05,08:55,0.0,,
7542,2007,9,3,NW,9.0,DTW,DCA,405,20:59,22:32,21:04,22:23,0.0,,
7543,2007,1,1,CO,90.0,IAH,CLE,1091,11:30,15:30,10:15,14:00,90.0,carrier_delay,75.0
7543,2007,1,1,CO,90.0,IAH,CLE,1091,11:30,15:30,10:15,14:00,90.0,nas_delay,15.0
7544,2007,3,5,XE,29.0,IAH,MLU,262,18:17,19:24,17:50,18:55,29.0,carrier_delay,27.0
7544,2007,3,5,XE,29.0,IAH,MLU,262,18:17,19:24,17:50,18:55,29.0,nas_delay,2.0
7545,2007,10,4,UA,161.0,ORD,CLE,316,20:09,23:35,18:40,20:54,161.0,carrier_delay,7.0
7545,2007,10,4,UA,161.0,ORD,CLE,316,20:09,23:35,18:40,20:54,161.0,nas_delay,72.0
7545,2007,10,4,UA,161.0,ORD,CLE,316,20:09,23:35,18:40,20:54,161.0,late_aircraft_delay,82.0
7546,2007,5,1,WN,-17.0,BOI,OAK,511,07:24,07:48,07:25,08:05,0.0,,
7547,2007,3,5,DL,5.0,LAS,ATL,1747,23:53,06:38,23:55,06:33,0.0,,
7548,2007,11,7,DL,-21.0,SLC,ORD,1249,16:40,20:34,16:50,20:55,0.0,,
7549,2007,2,3,US,-14.0,LAX,CLT,2125,07:14,14:12,07:10,14:26,0.0,,
7550,2007,10,3,UA,2.0,LGA,DEN,1619,17:11,19:42,17:10,19:40,0.0,,
7551,2007,5,4,F9,1.0,MCI,DEN,533,05:49,06:31,05:50,06:30,0.0,,
7552,2007,9,4,WN,-5.0,LAS,SJC,386,08:03,09:25,08:10,09:30,0.0,,
7553,2007,5,4,NW,-2.0,DTW,MKE,238,15:31,15:43,15:33,15:45,0.0,,
7554,2007,8,4,OH,50.0,DCA,BOS,399,16:10,17:25,14:59,16:35,50.0,late_aircraft_delay,50.0
7555,2007,1,2,EV,-8.0,CRW,ATL,363,05:57,07:12,06:00,07:20,0.0,,
7556,2007,6,5,EV,-1.0,ATL,MDW,590,07:08,07:52,07:05,07:53,0.0,,
7557,2007,6,1,OO,-1.0,SLC,LAS,368,13:26,13:53,13:31,13:54,0.0,,
7558,2007,7,7,WN,24.0,PHX,LAS,256,16:03,17:04,15:40,16:40,24.0,nas_delay,1.0
7558,2007,7,7,WN,24.0,PHX,LAS,256,16:03,17:04,15:40,16:40,24.0,late_aircraft_delay,23.0
7559,2007,4,7,CO,39.0,EWR,BOS,200,15:45,17:33,15:30,16:54,39.0,nas_delay,39.0
7560,2007,5,7,F9,2.0,DEN,MDW,895,10:20,13:42,10:25,13:40,0.0,,
7561,2007,2,2,NW,4.0,MSP,BWI,936,19:02,22:31,19:05,22:27,0.0,,
7562,2007,3,6,F9,-19.0,PHL,DEN,1557,16:57,19:06,17:00,19:25,0.0,,
7563,2007,2,4,YV,,BNA,ORD,409,,,18:32,20:15,0.0,,
7564,2007,3,5,DL,3.0,CVG,MCO,756,14:54,16:58,14:55,16:55,0.0,,
7565,2007,7,7,OO,21.0,SEA,PDX,129,15:02,15:56,14:48,15:35,21.0,late_aircraft_delay,21.0
7566,2007,4,5,WN,-11.0,AUS,MAF,294,16:27,17:24,16:30,17:35,0.0,,
7567,2007,5,2,B6,13.0,JAX,JFK,829,06:16,08:48,06:20,08:35,0.0,,
7568,2007,3,6,MQ,130.0,ORD,CMI,135,20:42,21:45,18:45,19:35,130.0,carrier_delay,10.0
7568,2007,3,6,MQ,130.0,ORD,CMI,135,20:42,21:45,18:45,19:35,130.0,nas_delay,13.0
7568,2007,3,6,MQ,130.0,ORD,CMI,135,20:42,21:45,18:45,19:35,130.0,late_aircraft_delay,107.0
7569,2007,7,5,OO,32.0,LAX,SAN,109,10:55,11:57,10:29,11:25,32.0,carrier_delay,32.0
7570,2007,6,3,WN,-2.0,LAX,PHX,370,16:57,18:08,16:55,18:10,0.0,,
7571,2007,6,7,AA,70.0,DFW,ORD,802,19:54,21:50,18:20,20:40,70.0,weather_delay,7.0
7571,2007,6,7,AA,70.0,DFW,ORD,802,19:54,21:50,18:20,20:40,70.0,late_aircraft_delay,63.0
7572,2007,3,7,9E,3.0,MEM,HSV,184,19:38,20:43,19:40,20:40,0.0,,
7573,2007,10,1,EV,-27.0,ABE,ATL,692,17:08,19:03,17:12,19:30,0.0,,
7574,2007,6,3,CO,13.0,IAH,TUS,936,20:55,21:33,20:45,21:20,0.0,,
7575,2007,7,1,B6,18.0,LGB,IAD,2277,21:38,05:42,21:40,05:24,18.0,nas_delay,18.0
7576,2007,1,1,US,-2.0,DCA,PBI,857,09:56,12:19,10:00,12:21,0.0,,
7577,2007,8,3,AA,-6.0,ORD,DFW,802,08:55,11:09,08:55,11:15,0.0,,
7578,2007,8,2,WN,-9.0,MCO,HOU,848,15:14,16:31,15:15,16:40,0.0,,
7579,2007,12,5,WN,297.0,ELP,PHX,347,22:59,00:07,17:55,19:10,297.0,carrier_delay,5.0
7579,2007,12,5,WN,297.0,ELP,PHX,347,22:59,00:07,17:55,19:10,297.0,late_aircraft_delay,292.0
7580,2007,6,7,CO,-13.0,CLE,FLL,1062,08:56,11:36,09:00,11:49,0.0,,
7581,2007,9,7,9E,-5.0,CHS,DTW,668,12:10,14:25,12:15,14:30,0.0,,
7582,2007,7,6,US,-11.0,JAX,CLT,329,06:58,08:06,07:00,08:17,0.0,,
7583,2007,3,5,OO,8.0,SFO,SLC,599,14:55,17:41,14:50,17:33,0.0,,
7584,2007,2,7,WN,-7.0,TUS,ABQ,321,16:44,17:38,16:45,17:45,0.0,,
7585,2007,12,1,WN,17.0,MDW,FLL,1166,10:02,13:42,09:25,13:25,17.0,late_aircraft_delay,17.0
7586,2007,7,2,WN,-5.0,TUS,LAX,451,14:03,15:25,14:05,15:30,0.0,,
7587,2007,1,2,MQ,-1.0,LGA,DTW,501,09:52,11:59,09:55,12:00,0.0,,
7588,2007,5,2,WN,-7.0,OKC,DAL,181,09:32,10:18,09:35,10:25,0.0,,
7589,2007,3,1,US,19.0,CLT,PHL,448,20:01,21:26,19:30,21:07,19.0,carrier_delay,4.0
7589,2007,3,1,US,19.0,CLT,PHL,448,20:01,21:26,19:30,21:07,19.0,late_aircraft_delay,15.0
7590,2007,3,6,EV,7.0,DFW,ATL,732,18:15,21:25,18:16,21:18,0.0,,
7591,2007,4,3,AS,-11.0,JNU,ANC,571,13:40,15:17,13:41,15:28,0.0,,
7592,2007,7,4,EV,12.0,ATL,TOL,549,21:17,22:54,20:59,22:42,0.0,,
7593,2007,4,6,OO,-6.0,BZN,SLC,347,06:30,07:45,06:35,07:51,0.0,,
7594,2007,9,1,OO,37.0,PDX,MFR,222,08:22,09:25,07:45,08:48,37.0,carrier_delay,37.0
7595,2007,11,4,WN,-18.0,MCO,CMH,802,11:18,13:12,11:20,13:30,0.0,,
7596,2007,7,4,9E,92.0,LIT,DTW,705,18:26,21:55,17:13,20:23,92.0,nas_delay,19.0
7596,2007,7,4,9E,92.0,LIT,DTW,705,18:26,21:55,17:13,20:23,92.0,late_aircraft_delay,73.0
7597,2007,10,1,CO,40.0,TUS,EWR,2116,13:05,20:38,12:35,19:58,40.0,carrier_delay,30.0
7597,2007,10,1,CO,40.0,TUS,EWR,2116,13:05,20:38,12:35,19:58,40.0,nas_delay,10.0
7598,2007,7,1,FL,30.0,MCO,MEM,683,13:42,14:47,13:02,14:17,30.0,nas_delay,30.0
7599,2007,9,5,DL,-10.0,BOS,ATL,946,07:21,09:52,07:15,10:02,0.0,,
7600,2007,1,2,OO,104.0,GRR,ORD,137,20:01,20:01,18:18,18:17,104.0,nas_delay,104.0
7601,2007,11,4,US,-18.0,CLT,DCA,331,09:26,10:34,09:30,10:52,0.0,,
7602,2007,8,2,AA,-6.0,HNL,DFW,3784,19:15,07:44,19:25,07:50,0.0,,
7603,2007,11,2,XE,11.0,CLE,MSP,622,16:38,18:03,16:45,17:52,0.0,,
7604,2007,7,7,WN,,SMF,MDW,1790,13:08,,12:55,18:50,0.0,,
7605,2007,7,3,9E,-15.0,RIC,MSP,970,07:58,09:40,08:02,09:55,0.0,,
7606,2007,9,5,WN,-3.0,PHX,LAX,370,19:59,21:22,20:00,21:25,0.0,,
7607,2007,8,3,WN,-1.0,IND,BWI,515,07:35,09:04,07:35,09:05,0.0,,
7608,2007,3,6,NW,-9.0,MSP,JAX,1174,13:13,16:56,13:20,17:05,0.0,,
7609,2007,10,2,YV,-19.0,ORD,BMI,116,10:07,10:43,10:12,11:02,0.0,,
7610,2007,2,1,US,46.0,LAS,FLL,2174,01:12,08:07,23:50,07:21,46.0,carrier_delay,38.0
7610,2007,2,1,US,46.0,LAS,FLL,2174,01:12,08:07,23:50,07:21,46.0,late_aircraft_delay,8.0
7611,2007,10,4,OO,4.0,DEN,BIS,517,19:11,21:59,19:18,21:55,0.0,,
7612,2007,12,3,DL,,DCA,LGA,214,,,11:30,12:43,0.0,,
7613,2007,8,7,WN,26.0,MCI,BNA,491,22:39,23:51,22:00,23:25,26.0,late_aircraft_delay,26.0
7614,2007,1,7,YV,73.0,CLT,PWM,812,20:38,22:38,19:20,21:25,73.0,carrier_delay,73.0
7615,2007,6,6,YV,-30.0,ATL,IAD,533,18:36,20:29,18:56,20:59,0.0,,
7616,2007,3,4,XE,,BWI,EWR,169,,,17:45,19:04,0.0,,
7617,2007,11,7,OH,-44.0,DCA,JFK,213,14:53,15:50,14:59,16:34,0.0,,
7618,2007,4,2,US,14.0,CLT,RDU,130,19:39,20:48,19:40,20:34,0.0,,
7619,2007,7,5,WN,23.0,SAT,HOU,192,16:16,17:13,16:00,16:50,23.0,nas_delay,7.0
7619,2007,7,5,WN,23.0,SAT,HOU,192,16:16,17:13,16:00,16:50,23.0,late_aircraft_delay,16.0
7620,2007,5,4,NW,9.0,MSP,MCI,393,11:15,12:51,11:20,12:42,0.0,,
7621,2007,8,5,NW,8.0,DEN,MEM,872,09:40,13:05,09:45,12:57,0.0,,
7622,2007,10,5,YV,32.0,IAD,LGA,229,12:50,14:23,12:30,13:51,32.0,nas_delay,32.0
7623,2007,5,1,DL,-6.0,SLC,PHX,507,09:54,10:32,09:59,10:38,0.0,,
7624,2007,8,2,US,18.0,LAS,MCO,2039,23:00,06:47,22:55,06:29,18.0,carrier_delay,1.0
7624,2007,8,2,US,18.0,LAS,MCO,2039,23:00,06:47,22:55,06:29,18.0,nas_delay,13.0
7624,2007,8,2,US,18.0,LAS,MCO,2039,23:00,06:47,22:55,06:29,18.0,late_aircraft_delay,4.0
7625,2007,11,1,WN,-11.0,LAS,OAK,407,13:46,15:09,13:45,15:20,0.0,,
7626,2007,3,6,OO,-3.0,LAX,SMF,373,22:33,23:48,22:30,23:51,0.0,,
7627,2007,6,5,NW,4.0,PDX,MSP,1426,00:29,05:43,00:30,05:39,0.0,,
7628,2007,7,3,CO,36.0,EWR,PHX,2133,17:27,19:30,16:30,18:54,36.0,carrier_delay,36.0
7629,2007,8,2,CO,-5.0,IAH,MSY,305,22:44,23:50,22:45,23:55,0.0,,
7630,2007,12,5,WN,17.0,HOU,MDW,937,20:59,23:02,20:15,22:45,17.0,carrier_delay,1.0
7630,2007,12,5,WN,17.0,HOU,MDW,937,20:59,23:02,20:15,22:45,17.0,late_aircraft_delay,16.0
7631,2007,6,6,WN,3.0,DAL,HOU,239,09:29,10:28,09:30,10:25,0.0,,
7632,2007,3,2,OO,-4.0,SLC,RNO,422,11:28,12:01,11:32,12:05,0.0,,
7633,2007,3,6,WN,48.0,SAN,ABQ,628,13:24,16:08,12:40,15:20,48.0,nas_delay,6.0
7633,2007,3,6,WN,48.0,SAN,ABQ,628,13:24,16:08,12:40,15:20,48.0,late_aircraft_delay,42.0
7634,2007,11,3,US,-7.0,JAX,DCA,634,07:25,09:09,07:30,09:16,0.0,,
7635,2007,7,5,AS,23.0,SFO,SEA,679,19:41,21:31,19:10,21:08,23.0,carrier_delay,23.0
7636,2007,12,6,XE,-6.0,BRO,IAH,308,05:12,06:26,05:20,06:32,0.0,,
7637,2007,11,4,MQ,20.0,ORD,BNA,409,07:17,08:55,07:10,08:35,20.0,weather_delay,7.0
7637,2007,11,4,MQ,20.0,ORD,BNA,409,07:17,08:55,07:10,08:35,20.0,nas_delay,13.0
7638,2007,1,1,US,40.0,BDL,CLT,644,10:47,12:55,10:10,12:15,40.0,carrier_delay,25.0
7638,2007,1,1,US,40.0,BDL,CLT,644,10:47,12:55,10:10,12:15,40.0,nas_delay,3.0
7638,2007,1,1,US,40.0,BDL,CLT,644,10:47,12:55,10:10,12:15,40.0,late_aircraft_delay,12.0
7639,2007,11,7,UA,4.0,TPA,ORD,1012,09:06,10:59,09:10,10:55,0.0,,
7640,2007,8,3,WN,-7.0,MDW,TPA,997,08:23,11:48,08:25,11:55,0.0,,
7641,2007,2,2,DL,-14.0,PVD,ATL,903,07:57,10:36,08:00,10:50,0.0,,
7642,2007,11,3,AS,2.0,SEA,SMF,605,19:55,21:44,19:55,21:42,0.0,,
7643,2007,3,1,DL,-15.0,LAX,BOS,2611,21:46,06:04,21:55,06:19,0.0,,
7644,2007,10,1,XE,-7.0,IAH,RIC,1157,12:45,16:35,12:45,16:42,0.0,,
7645,2007,11,2,XE,10.0,SAN,COS,816,06:45,10:05,06:45,09:55,0.0,,
7646,2007,7,5,HA,1.0,HNL,OGG,100,10:31,11:08,10:30,11:07,0.0,,
7647,2007,12,6,WN,-9.0,BWI,TPA,842,10:16,12:36,10:15,12:45,0.0,,
7648,2007,9,7,AA,23.0,SFO,DFW,1464,16:32,21:48,16:05,21:25,23.0,carrier_delay,8.0
7648,2007,9,7,AA,23.0,SFO,DFW,1464,16:32,21:48,16:05,21:25,23.0,late_aircraft_delay,15.0
7649,2007,7,5,WN,-8.0,MDW,PDX,1751,19:33,21:32,19:20,21:40,0.0,,
7650,2007,3,6,MQ,-8.0,ORD,PIT,412,19:57,22:22,20:05,22:30,0.0,,
7651,2007,5,4,F9,2.0,LAS,MEM,1416,23:52,05:07,23:45,05:05,0.0,,
7652,2007,10,1,NW,2.0,DTW,MDW,229,17:04,17:23,17:08,17:21,0.0,,
7653,2007,4,2,FL,-9.0,ATL,LAS,1747,11:03,12:36,11:05,12:45,0.0,,
7654,2007,8,2,XE,212.0,PHL,CLE,363,09:24,11:31,06:30,07:59,212.0,carrier_delay,174.0
7654,2007,8,2,XE,212.0,PHL,CLE,363,09:24,11:31,06:30,07:59,212.0,nas_delay,38.0
7655,2007,7,2,B6,-27.0,ORD,LGB,1735,07:28,09:09,07:30,09:36,0.0,,
7656,2007,7,3,EV,-13.0,CAE,ATL,191,15:07,16:10,15:10,16:23,0.0,,
7657,2007,4,2,B6,74.0,PBI,JFK,1028,23:09,01:39,21:50,00:25,74.0,carrier_delay,74.0
7658,2007,10,3,9E,-3.0,BGM,DTW,378,16:55,18:28,17:00,18:31,0.0,,
7659,2007,12,3,9E,42.0,PHL,MEM,874,11:47,13:47,11:10,13:05,42.0,nas_delay,5.0
7659,2007,12,3,9E,42.0,PHL,MEM,874,11:47,13:47,11:10,13:05,42.0,late_aircraft_delay,37.0
7660,2007,9,3,B6,34.0,JFK,OAK,2576,09:39,13:16,09:35,12:42,34.0,nas_delay,30.0
7660,2007,9,3,B6,34.0,JFK,OAK,2576,09:39,13:16,09:35,12:42,34.0,late_aircraft_delay,4.0
7661,2007,12,4,US,-13.0,SEA,CLT,2279,22:25,06:00,22:30,06:13,0.0,,
7662,2007,6,4,OO,88.0,SBA,SFO,262,11:36,13:02,10:20,11:34,88.0,nas_delay,88.0
7663,2007,3,1,US,17.0,CLT,PIT,366,07:35,09:05,07:30,08:48,17.0,nas_delay,17.0
7664,2007,9,1,WN,3.0,BWI,BUF,281,14:13,15:08,14:00,15:05,0.0,,
7665,2007,3,5,YV,-18.0,BOS,IAD,413,06:50,08:24,07:00,08:42,0.0,,
7666,2007,5,2,WN,-12.0,MDW,FLL,1166,06:55,10:43,07:00,10:55,0.0,,
7667,2007,5,3,AA,120.0,DFW,BOS,1562,17:01,23:45,17:05,21:45,120.0,nas_delay,120.0
7668,2007,6,6,AA,-22.0,SJU,BOS,1674,14:16,18:03,14:25,18:25,0.0,,
7669,2007,1,1,YV,-7.0,IAD,CLE,288,21:37,22:47,21:40,22:54,0.0,,
7670,2007,11,1,AA,12.0,ORD,BOS,867,06:53,10:17,06:55,10:05,0.0,,
7671,2007,10,5,AA,-7.0,DFW,COS,592,20:25,21:08,20:25,21:15,0.0,,
7672,2007,3,6,DL,128.0,JFK,LAS,2248,22:42,01:11,19:46,23:03,128.0,carrier_delay,128.0
7673,2007,11,7,FL,1.0,FLL,ATL,581,08:09,10:06,08:15,10:05,0.0,,
7674,2007,10,6,NW,-17.0,DTW,CLE,95,21:37,22:16,21:40,22:33,0.0,,
7675,2007,11,2,MQ,41.0,DFW,GRK,134,10:43,11:26,09:55,10:45,41.0,carrier_delay,11.0
7675,2007,11,2,MQ,41.0,DFW,GRK,134,10:43,11:26,09:55,10:45,41.0,late_aircraft_delay,30.0
7676,2007,10,4,WN,16.0,HOU,DAL,239,14:15,15:11,14:00,14:55,16.0,carrier_delay,1.0
7676,2007,10,4,WN,16.0,HOU,DAL,239,14:15,15:11,14:00,14:55,16.0,nas_delay,1.0
7676,2007,10,4,WN,16.0,HOU,DAL,239,14:15,15:11,14:00,14:55,16.0,late_aircraft_delay,14.0
7677,2007,7,6,F9,-18.0,FLL,DEN,1703,13:53,15:52,13:55,16:10,0.0,,
7678,2007,3,5,MQ,33.0,LAS,LAX,236,10:48,12:08,10:30,11:35,33.0,nas_delay,15.0
7678,2007,3,5,MQ,33.0,LAS,LAX,236,10:48,12:08,10:30,11:35,33.0,late_aircraft_delay,18.0
7679,2007,8,6,OO,31.0,LAX,RNO,390,18:57,20:19,18:30,19:48,31.0,late_aircraft_delay,31.0
7680,2007,3,6,WN,-2.0,ISP,BWI,220,17:22,18:33,17:25,18:35,0.0,,
7681,2007,3,4,MQ,,DAY,ORD,240,,,15:45,16:05,0.0,,
7682,2007,8,3,WN,-4.0,HOU,SAT,192,14:44,15:31,14:45,15:35,0.0,,
7683,2007,12,1,OO,-6.0,RDM,PDX,116,09:20,10:14,09:30,10:20,0.0,,
7684,2007,12,2,CO,36.0,PHX,IAH,1009,16:42,20:25,16:15,19:49,36.0,nas_delay,11.0
7684,2007,12,2,CO,36.0,PHX,IAH,1009,16:42,20:25,16:15,19:49,36.0,late_aircraft_delay,25.0
7685,2007,6,7,DL,-9.0,SRQ,ATL,445,06:08,07:38,06:15,07:47,0.0,,
7686,2007,11,5,AA,12.0,BOS,DFW,1562,15:54,19:37,16:00,19:25,0.0,,
7687,2007,4,3,UA,5.0,ABQ,DEN,349,06:20,07:39,06:20,07:34,0.0,,
7688,2007,3,6,XE,-7.0,STL,IAH,668,15:19,17:31,15:25,17:38,0.0,,
7689,2007,1,7,OO,22.0,DEN,BUR,850,08:47,10:18,08:28,09:56,22.0,carrier_delay,22.0
7690,2007,9,2,OO,-14.0,SFO,FAT,158,16:10,17:06,16:19,17:20,0.0,,
7691,2007,2,3,WN,-15.0,LAS,AUS,1090,08:25,12:45,08:25,13:00,0.0,,
7692,2007,6,7,XE,75.0,PIT,EWR,319,17:15,18:44,15:45,17:29,75.0,nas_delay,75.0
7693,2007,1,1,AA,-13.0,DTW,ORD,235,08:54,08:57,08:50,09:10,0.0,,
7694,2007,6,3,US,20.0,SEA,PHL,2378,23:33,07:35,23:05,07:15,20.0,carrier_delay,3.0
7694,2007,6,3,US,20.0,SEA,PHL,2378,23:33,07:35,23:05,07:15,20.0,late_aircraft_delay,17.0
7695,2007,7,1,US,-5.0,LAS,PHX,256,12:51,14:04,12:54,14:09,0.0,,
7696,2007,8,3,WN,-4.0,JAN,MDW,666,07:27,09:16,07:25,09:20,0.0,,
7697,2007,7,1,YV,-14.0,CLT,IAD,321,18:50,20:15,19:00,20:29,0.0,,
7698,2007,8,5,OH,-1.0,CVG,CHS,497,15:24,17:02,15:25,17:03,0.0,,
7699,2007,7,3,WN,22.0,SLC,DEN,391,15:47,17:32,15:45,17:10,22.0,nas_delay,22.0
7700,2007,6,6,OH,-11.0,DCA,CVG,411,13:49,15:16,13:59,15:27,0.0,,
7701,2007,5,1,MQ,41.0,LGA,BOS,185,15:27,17:21,15:30,16:40,41.0,nas_delay,41.0
7702,2007,5,7,DL,-11.0,BOS,LAS,2381,19:23,22:09,19:23,22:20,0.0,,
7703,2007,3,7,HA,-13.0,KOA,HNL,163,20:49,21:25,20:58,21:38,0.0,,
7704,2007,7,1,AA,18.0,LAX,ORD,1745,10:52,17:23,10:55,17:05,18.0,nas_delay,18.0
7705,2007,12,6,AA,-13.0,DFW,PDX,1616,16:43,18:27,16:25,18:40,0.0,,
7706,2007,11,3,AA,22.0,PHL,ORD,678,10:09,12:07,10:15,11:45,22.0,nas_delay,22.0
7707,2007,7,7,WN,1.0,LAX,HOU,1390,08:21,13:36,08:20,13:35,0.0,,
7708,2007,12,1,OO,50.0,EWR,MKE,725,16:26,17:40,15:25,16:50,50.0,carrier_delay,50.0
7709,2007,6,1,AA,135.0,ORD,ATL,606,20:58,23:55,18:35,21:40,135.0,nas_delay,14.0
7709,2007,6,1,AA,135.0,ORD,ATL,606,20:58,23:55,18:35,21:40,135.0,late_aircraft_delay,121.0
7710,2007,6,7,MQ,71.0,DFW,SHV,190,17:49,19:01,16:40,17:50,71.0,weather_delay,14.0
7710,2007,6,7,MQ,71.0,DFW,SHV,190,17:49,19:01,16:40,17:50,71.0,nas_delay,2.0
7710,2007,6,7,MQ,71.0,DFW,SHV,190,17:49,19:01,16:40,17:50,71.0,late_aircraft_delay,55.0
7711,2007,11,7,DL,-48.0,JFK,ATL,760,17:35,19:57,17:35,20:45,0.0,,
7712,2007,4,6,AS,35.0,SFO,SEA,679,22:01,23:51,21:16,23:16,35.0,late_aircraft_delay,35.0
7713,2007,3,3,MQ,-3.0,ORD,CMI,135,19:05,19:57,19:10,20:00,0.0,,
7714,2007,8,2,NW,9.0,DTW,MHT,609,21:01,22:52,21:03,22:43,0.0,,
7715,2007,10,7,YV,22.0,DEN,EGE,121,15:01,15:47,14:30,15:25,22.0,carrier_delay,22.0
7716,2007,7,5,AA,2.0,MIA,LAS,2175,15:38,17:37,15:40,17:35,0.0,,
7717,2007,7,4,MQ,5.0,MRY,LAX,267,17:55,19:35,18:00,19:30,0.0,,
7718,2007,11,4,US,11.0,IAH,PHX,1009,08:24,09:27,08:25,09:16,0.0,,
7719,2007,12,2,YV,15.0,IAH,CLT,913,07:10,10:50,07:15,10:35,15.0,nas_delay,15.0
7720,2007,5,2,OO,-6.0,SGF,ORD,438,05:59,07:26,06:02,07:32,0.0,,
7721,2007,6,5,NW,27.0,DTW,EWR,487,21:39,23:13,21:05,22:46,27.0,carrier_delay,27.0
7722,2007,4,7,AQ,1.0,LIH,HNL,102,21:05,21:40,21:10,21:39,0.0,,
7723,2007,3,3,AA,13.0,DFW,COS,592,14:10,14:58,13:50,14:45,0.0,,
7724,2007,12,7,9E,-12.0,MEM,CAE,511,14:19,16:43,14:20,16:55,0.0,,
7725,2007,2,3,XE,-7.0,DAL,IAH,217,15:58,17:01,16:00,17:08,0.0,,
7726,2007,12,5,WN,-16.0,DTW,BWI,408,11:30,12:44,11:35,13:00,0.0,,
7727,2007,12,1,YV,9.0,HNL,KOA,163,17:35,18:19,17:30,18:10,0.0,,
7728,2007,5,1,WN,15.0,MDW,ALB,717,20:09,23:05,19:55,22:50,15.0,carrier_delay,10.0
7728,2007,5,1,WN,15.0,MDW,ALB,717,20:09,23:05,19:55,22:50,15.0,nas_delay,1.0
7728,2007,5,1,WN,15.0,MDW,ALB,717,20:09,23:05,19:55,22:50,15.0,late_aircraft_delay,4.0
7729,2007,2,4,WN,-4.0,PHX,MDW,1444,07:02,11:11,07:00,11:15,0.0,,
7730,2007,2,5,US,22.0,BUF,CLT,546,12:07,13:51,11:40,13:29,22.0,carrier_delay,17.0
7730,2007,2,5,US,22.0,BUF,CLT,546,12:07,13:51,11:40,13:29,22.0,late_aircraft_delay,5.0
7731,2007,6,4,MQ,47.0,DAY,ORD,240,10:53,11:57,10:55,11:10,47.0,nas_delay,47.0
7732,2007,7,3,9E,5.0,MSP,IDA,939,21:21,23:04,21:20,22:59,0.0,,
7733,2007,7,6,EV,-11.0,ATL,DSM,743,09:15,10:13,09:14,10:24,0.0,,
7734,2007,8,1,FL,12.0,TPA,ATL,406,11:29,13:09,11:26,12:57,0.0,,
